BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-0.7064041437238969,-0.09636509386981956,-0.3602010674719353,0.2599068383252269,-0.46119857871424585,-0.14935894518613174,-0.02213562125025815,-0.17431334815300775,0.7216627163883848,-0.9439827738394914,0.6666666666666666,-0.8319327731092437,0.6747184245010328,-0.0017375075312478342,-0.35637553660676835,0.8040979043403708,-0.3333333333333333
0.07545719488900318,0.8559761164337283,0.5540345771488805,-0.9112845192741927,0.5136209957731027,0.7466183252369989,0.5270125546489977,-0.713970489932076,0.15935499507867426,0.17041152567452936,-0.14814814814814814,-0.16806722689075632,0.24203092914526145,-0.8409999819496878,0.5432359595727776,-0.18675635655457992,0.3333333333333333
-0.7678844367155109,-0.22428559514603377,-0.27716171795435945,0.2602458513161052,-0.48226215923426186,-0.49747018831667456,-0.1760365438955716,0.18397553556279553,0.5918931210178803,-0.9016358107680722,-0.14814814814814814,-0.7815126050420168,-0.72672300703077,0.16074830000789342,-0.39489175000902,0.9419976105748434,-0.3333333333333333
0.19102124484015406,0.9187013611639029,0.8890081007751424,-0.8518998029282213,0.5486507696276811,0.8183323932516969,0.8570505896518811,-0.6301616838766426,-0.3582849884729189,0.1985385289482746,0.2222222222222222,0.05042016806722689,-0.1946007437412914,-0.9042738987735272,0.5061174956579411,-0.10313869117952104,0.6666666666666666
0.04508740812782565,0.7068855541718863,0.767802504895619,-0.8945347347155309,0.5569918012253543,0.5146305368590411,0.8985965548246575,-0.4780367372919758,-0.26908453750401257,0.02856377295900294,0.7777777777777778,0.33613445378151263,-0.14052640018722887,-0.7897729552527087,0.36048716835431044,-0.07143569971566753,0.6666666666666666
-0.6611275915422042,-0.1810225245862469,0.12508612198963961,0.14088840246529588,-0.5115815322962988,-0.14445610126752426,-0.19208868000420634,0.09707617652558012,0.8131728906575587,-0.8644435721040453,-0.07407407407407407,-0.6470588235294118,0.5337845767446534,0.3217338032540674,-1.1079743898345735,1.0156622119300347,-0.6666666666666666
-0.0056266678482465235,0.7502231535235511,0.7536486674818869,-0.7716404354536346,0.5291291718521697,0.5961498592221103,0.9918170972953182,-1.1724059914339475,-0.3319823435764783,0.0263999047432609,-0.37037037037037035,0.17647058823529413,-0.32565511769266753,-0.9870436798086688,0.1493637906511445,-0.1251295414036721,0.6666666666666666
0.09240110804387427,0.9976530949014322,0.5302176220842696,-0.8551802136200843,0.610244353322194,0.7703242926658191,1.0289478965785455,-0.5222515980109979,-0.1530868205727108,0.07966107391068877,0.2222222222222222,0.3445378151260504,-0.15500623737846814,-0.8122223456997917,0.35124150803225634,-0.2607475031926237,0.6666666666666666
-0.8276315992440743,-0.12484836382917314,-0.2536682784776638,0.10978840767880844,-0.41562822640150304,-0.19654755136454907,-0.1600291266538552,0.22938822791169808,1.056235685305321,-0.8513194296149497,-0.14814814814814814,-0.7394957983193278,-0.02056717853215445,0.35740169731503724,-0.7000780020548065,0.9364132219960316,-0.6666666666666666
-0.8861011466162951,0.6721766553602241,-0.40305911058089067,-0.03419745532676693,0.04092206695629217,-0.2804602907091215,-1.0682095545806665,0.6345741100398397,-1.1467967744978549,0.3971479997170706,-2.1481481481481484,0.9663865546218487,3.9980361276843777,1.5026666742864914,-1.2935892196177687,0.6674154002980555,0.6666666666666666
0.13190834356725514,0.795071479799125,1.0274950770949907,-0.8062629900019672,0.4926678013432989,0.47015246422903717,0.9105140532331654,-0.9691238391680153,-0.43747310691337193,0.0016727478598798525,0.3333333333333333,0.09243697478991597,0.5709605525687039,-0.8430598731807584,0.35273898139347754,-0.31206539932465166,0.6666666666666666
0.14360919860284746,0.6763516666366594,0.8383859003529277,-0.9191545668230645,0.5790732883045361,0.7524173561581362,0.844286513950595,-0.8321660962403268,-0.390738642794343,-0.05458548510723139,0.3333333333333333,0.06722689075630252,-0.9726932357452268,-0.7740042464015899,0.5703372946396468,-0.09055867746044241,0.6666666666666666
0.14923497563727123,0.6864435734310526,0.7414890773207584,-0.9046801860428471,0.5114866216343705,0.906256639933512,1.058447866385178,-0.6425748553650235,-0.17115720507029067,0.1459305068614705,0.4444444444444444,0.19327731092436976,-0.17574739436402795,-0.9341094877146628,0.42582461924837656,-0.17607877743181033,0.6666666666666666
0.13537495593034699,0.7876177059825163,0.7152609129031126,-0.871074483259113,0.5154397092382611,0.629498700400132,1.0079930270832806,-0.762236503254761,0.0669113415231361,0.11196563652030873,0.1111111111111111,0.18487394957983194,0.5368465596030798,-1.1741486030972967,0.6020802781444988,-0.2904967177069063,0.6666666666666666
0.45664825108610174,-0.11893360928343616,-1.6380438533351458,0.03757745280673224,-0.05648242934485563,0.17706541404107362,-0.047281566958508194,0.19214251445163977,0.5199042136680374,0.09725337936267962,-1.2962962962962963,0.05042016806722689,-3.684614338412741,-0.028879207256862445,0.28974383409435683,-0.5598147167992649,0.0
0.4216340137351718,-0.19515118549494556,-1.6501822511544446,0.09035120058920879,-0.00041942578988758326,0.1977303836402619,-0.06784229007735909,0.530932236016844,0.2051207153590673,0.13633440999769228,-1.2962962962962963,-0.14285714285714285,-3.5017260642339147,-0.17321375544093753,0.4156971997523814,-0.692115238042574,0.0
-1.0783255500328088,0.4237678575672352,-0.3787630702320222,0.047435777302426575,-0.03484019597866106,-0.5731491179455019,-0.9088155125025821,0.6585003913291697,-1.3038655633650111,0.5428734778383899,-2.2962962962962963,1.0336134453781514,3.4732590455293413,1.374407127215299,-1.1086662478306695,0.6323739112934783,1.0
-0.9874479873784378,0.5796382917911085,-0.4273532910639152,0.033746759656398236,0.05570217167742707,-0.41251352189174617,-0.8844160142631674,0.6270598444867278,-1.0626839102909962,0.43708234946179625,-2.111111111111111,0.7310924369747899,4.2162720427087255,1.3844132740366522,-1.3183341441630794,0.6031262141464934,1.0
-0.7929346208392195,0.41565486497217885,-0.40801758627966045,0.07732514925047337,0.004390560263647159,-0.5037770463931364,-0.7021473678488741,0.5195212931460298,-1.3178548473666436,0.46746644867133,-2.111111111111111,1.2941176470588236,3.886446881553636,1.4223980379338317,-1.5020377989674571,0.5409929676347788,1.0
0.25118104489122595,0.8684739419505833,0.7835670704515315,-0.8438203844239526,0.5608415512512576,1.0084853440860735,1.061387327974874,-0.8430467688033059,-0.3543379021224299,-0.021874239458495596,0.25925925925925924,0.25210084033613445,-0.25581042769881274,-0.5309037957890952,0.1011159616903517,-0.056421842380179305,0.6666666666666666
0.1768383575995624,0.6938428076654944,0.8737767050621645,-0.8211258632775656,0.5859224928291232,0.6585518080864148,0.6658909817763456,-0.6970100794021232,-0.02553712711121279,0.04994228219328612,0.5185185185185185,0.2857142857142857,-0.6502511678766336,-0.6334301334759284,0.22440478688144347,-0.3764532828272484,0.6666666666666666
-0.8091822293681316,-0.18029213297050062,-0.25190911453098286,0.15849350644552093,-0.4510458590747375,-0.47090060460975575,-0.3657341332573776,0.06979528985477923,0.7841589751289488,-0.7677025049016267,0.1111111111111111,-0.5630252100840336,0.7459841123619809,0.018602964229251968,-0.3901908926291947,0.8206635745185475,-0.6666666666666666
-0.8092966730358129,-0.21598384105983523,0.06479804103184944,0.10581976507593861,-0.44537578333038347,-0.3186009417174084,-0.37718073349727005,-0.1702749412275362,1.0361392568190804,-1.0249986735055747,0.4444444444444444,-0.773109243697479,-0.019266501294450344,0.25013682523344277,-0.4676291320452523,0.8934382156568889,-0.6666666666666666
